Timecode,Month,Day,Hour,0.46[n/ml],0.66[n/ml],0.89[n/ml],1.15[n/ml],1.45[n/ml],1.85[n/ml],2.55[n/ml],3.5[n/ml],4.5[n/ml],5.75[n/ml],7.25[n/ml],9[n/ml],11[n/ml],13[n/ml],15[n/ml],16.5[n/ml],PM1[uq/m3],PM2.5[uq/m3],PM10[uq/m3],avg_DurationSample[s],avg_Flowrate[ml/s],NumberOfSamples,LONG,LAT,tempC,windspeedKmph,precipMM,RelHumidity%,visibility_km,pressure_mb,cloudcover%,HeatIndexC,DewPointC,sigWaveHeight_m,swellHeight_m,waterTempC,totConc(0.38-100um)[n/ml]
7.454301075268817,7,14,2,2.7414302817333343,0.4358573555978057,0.2237931006199782,0.08561586575706584,0.036568478462276274,0.02762395935624757,0.03823057325640931,0.01950037023555286,0.00520170594091568,0.002739284127042318,0.0026465079166947416,0.0,0.0,0.0,0.0,0.0,0.28797292695385657,0.5063247062829898,2.323654009875702,3.011794871794873,3.252051282051282,78,-6.312716,49.919190,16,28,0.0,88,10,1021,80,16,14,0.7,1.3,16,1.165750128223845
7.455645161290322,7,14,3,4.001704789675961,0.6458363001823165,0.3587429573741826,0.11463262529734085,0.03912552207081914,0.0318014772202453,0.028520663858789996,0.006922432076075528,0.002686337261953161,0.0,0.0014762239372663871,0.0,0.0013163780332311732,0.0,0.0,0.0,0.4337395114289256,0.6928037035506134,1.5178973256727155,3.0241250000000006,3.1058750000000006,80,-6.312698,49.919190,16,26,0.0,88,10,1020,100,16,14,0.7,1.3,16,1.6648004287411462
7.456989247311828,7,14,4,2.9039415840042935,0.3441131751750168,0.19382975110079487,0.08822173930667566,0.033023122896978396,0.03114381223143291,0.025772263484167113,0.011514170939855286,0.004143176609551462,0.0028455441261576436,0.0014421295061139078,0.0,0.0,0.0,0.0,0.0,0.2708460541173519,0.4973865584877252,1.7474710384341925,3.026708860759494,2.9822784810126577,79,-6.312783,49.919140,16,27,0.0,88,10,1020,82,16,14,0.7,1.3,16,1.006894939494096
7.458333333333333,7,14,5,2.721715376978276,0.3381346231329173,0.15973914940221648,0.08878903136031648,0.034102190286102195,0.03134277061933426,0.03034343222633929,0.006833730368403392,0.0027035093714448846,0.002579709855753383,0.0,0.0,0.0,0.0,0.0,0.0,0.24825318419333764,0.47708646309601566,1.2791161822338337,3.0241975308641984,3.0253086419753097,81,-6.312772,49.919160,16,28,0.0,87,10,1020,65,16,13,0.9,1.4,16,0.9428213308161653
7.459677419354838,7,14,6,2.7009880235426715,0.31006739388282556,0.1793918642073614,0.07078954698640341,0.019040518913727482,0.04320211673612615,0.033349515188175215,0.009676258420197904,0.0083796502886537,0.0027473089246176485,0.0,0.0,0.0,0.0,0.0,0.0,0.250753640776699,0.4803325242718446,1.660095873786407,3.014634146341464,2.9774390243902444,82,-6.312713,49.919190,15,30,0.0,86,10,1020,47,15,13,0.9,1.4,16,0.9273978143247874
7.461021505376344,7,14,7,3.5180055221498305,0.37526022832489514,0.19848144567518133,0.10087327662677233,0.03903862669334431,0.05216881166581419,0.036095953171013224,0.014301696795620456,0.005846451170243552,0.002812560427669782,0.0,0.0,0.0,0.0,0.0,0.0,0.3091914259703714,0.624535297525449,1.817426963502441,3.020750000000001,2.8827499999999997,80,-6.312790,49.919160,15,29,0.0,85,10,1020,64,15,13,0.9,1.4,16,1.1340704765209257
7.462365591397849,7,14,8,4.546600609616831,0.4837619859219257,0.2353223241941269,0.13018552271843892,0.03659314159975069,0.06364291168766496,0.05269198080657093,0.028056658976678993,0.010533862755289395,0.004451765080486316,0.0039543718222588555,0.001301935848413005,0.0,0.0012456793611358998,0.0,0.0,0.3913306695725875,0.7638285506719938,4.081456592807845,3.0215853658536593,2.981707317073171,82,-6.312770,49.919170,15,29,0.1,84,10,1021,82,15,12,0.9,1.4,16,1.4430728103453283
7.463709677419354,7,14,9,2.3021618423166914,0.29906071296263237,0.15167993548305056,0.09023116434959093,0.037990132186907465,0.03986025902591319,0.027123313436114894,0.01113746947251395,0.006748793925562706,0.005189926538285895,0.004085441709448722,0.0012680272260661759,0.0013553340186805685,0.0,0.0,0.0,0.21807821090488194,0.4828791699392334,3.104553759662684,3.023875000000001,3.103250000000001,80,-6.312735,49.919190,15,28,0.1,84,10,1021,99,15,12,0.9,1.4,16,0.8938087212396493
7.46505376344086,7,14,10,1.1915160160639995,0.17026289621220977,0.12627830886744382,0.06537068323657134,0.027031496090917324,0.019143211171225392,0.02459147396189954,0.020768740834176857,0.008616170390367087,0.003754149108556196,0.002300481971513049,0.0,0.0,0.0013671814651755633,0.0,0.0,0.1329050910829964,0.2909686535368028,2.213354201991217,3.0264473684210538,3.522105263157894,76,-6.312753,49.919180,15,28,0.1,81,10,1021,84,15,12,0.9,1.4,16,0.6023898843930524
7.466397849462365,7,14,11,0.7633319577337857,0.1481793683498038,0.07282222352200955,0.03372968564873298,0.015634675591853,0.02989027321471653,0.022004461416917434,0.006116112880399694,0.0054994817630451606,0.002380873925443,0.0016407971210137746,0.0,0.0,0.0,0.0,0.0,0.0880123159148345,0.23886542539286082,1.3930589362999999,3.019912280701748,3.713684210526317,114,-6.312747,49.919190,15,29,0.1,79,10,1021,68,15,11,0.9,1.3,16,0.4259102693487694
7.467741935483871,7,14,12,0.6251318894075284,0.08758822633977092,0.06326406031552136,0.02010116919767984,0.011896895462746939,0.014928046013984345,0.016922274312065083,0.010895452280990672,0.004178126900808813,0.006590364825558766,0.0025168268210465175,0.0,0.0,0.0,0.0,0.0008579524946556009,0.06843526967205724,0.15265516306802815,1.8999454934200652,3.0188181818181765,3.600818181818182,110,-6.312783,49.919170,15,29,0.1,77,10,1022,53,15,11,0.9,1.3,16,0.3081746646368861
7.469086021505376,7,14,13,2.6732396890649417,0.7596192117556234,0.362297207038894,0.12511427412044135,0.06851831362638161,0.03964912194257692,0.053272939084724066,0.012766995702092786,0.00899299980563841,0.008310298074005703,0.0017945007975607814,0.0017593983767117966,0.0,0.0008538338849100244,0.0,0.0,0.384000553284358,0.7241339562905369,3.756089816494026,3.01231481481481,3.467222222222221,108,-6.312726,49.919190,15,28,0.1,77,10,1022,48,15,11,0.9,1.3,16,1.826949647493919
7.470430107526881,7,14,14,1.6503061654064197,0.39406747880832976,0.2023774322630378,0.06303671213454312,0.03808158986058354,0.03735041653115928,0.035953744366953595,0.017465578308626287,0.006458049119608879,0.00555128926618376,0.002772967212926281,0.001798068138080829,0.0,0.0009065469734566687,0.0,0.0008758165675767818,0.21785111924102477,0.45270571091957656,3.2558361753581018,3.014392523364481,3.4720560747663556,107,-6.312752,49.919160,15,27,0.0,77,10,1022,44,15,11,0.9,1.3,16,1.0245468087920915
